word,log_frequency,polysemy_dispersion,change_score
থাকেনি,1.7853,0.123,1.0939
নাড়াচাড়া,2.1367,0.1725,1.0939
বাঙালি,1.6128,0.0756,1.0939
লাগলো,2.7657,0.248,1.0939
শিখিয়,1.3617,0.0535,1.0938
প্রকাণ্ড,2.6693,0.1196,1.0938
বজ্জাত,1.6128,0.1494,1.0938
কষিয়ে,1.6335,0.1878,1.0938
তৃতীয়ত,1.3617,0.0368,1.0938
মাজ,1.9138,0.1636,1.0938
অভদ্র,1.6721,0.1411,1.0938
বলতাম,1.9395,0.1513,1.0937
যেকেউ,1.4624,0.0723,1.0937
রাখছিল,1.4624,0.0945,1.0937
দলিল,1.9345,0.1714,1.0937
ইংরাজ,1.4624,0.0798,1.0937
কুঞ্জর,1.7782,0.111,1.0937
পালিশ,1.8976,0.0714,1.0936
পৌঁছানো,1.5911,0.1395,1.0936
আবদ,1.8261,0.1093,1.0936
বদমাইশ,1.4771,0.0562,1.0936
যেখানেসেখানে,1.3617,0.0747,1.0936
দোকানদ,1.8633,0.1451,1.0935
জংলা,1.7404,0.1606,1.0935
মেলেনি,1.6812,0.098,1.0935
আবেগ,2.4983,0.1583,1.0935
বদলায়,1.9243,0.1377,1.0934
নীতির,1.8261,0.0741,1.0934
কুমারী,2.1271,0.1895,1.0934
আদিবাসী,1.8129,0.1485,1.0934
মনুষ্যত্ব,2.2095,0.0927,1.0933
দুঃসাহস,1.8633,0.09,1.0933
মৃত্যুর,3.0734,0.2524,1.0933
দেখালো,1.3802,0.0741,1.0933
ঘটায়,1.8129,0.0969,1.0933
নামে,3.1841,0.2173,1.0933
সীমারেখা,1.415,0.0829,1.0932
প্রান্ত,2.2529,0.1478,1.0932
ঘোরা,1.9085,0.17,1.0932
পুঁ,2.1239,0.1954,1.0932
বাদ্যযন্ত্র,1.3222,0.0803,1.0932
মাঝারি,2.2227,0.202,1.0932
বাঁধিয়ে,1.6335,0.1,1.0932
আদমি,1.9912,0.1668,1.0931
উজান,1.8633,0.1891,1.0931
স্পর্ধা,1.7993,0.1098,1.0931
আটকা,2.0531,0.2006,1.0931
তাগিদ,1.7853,0.1371,1.0931
শিল,1.4914,0.0947,1.0931
তাগো,1.4914,0.0985,1.0931
থামলে,1.9542,0.1595,1.0931
আচার্য,1.7993,0.0974,1.0931
লুঠ,1.9542,0.168,1.0931
আমারটা,1.3222,0.0508,1.093
ঘুরছিল,1.4472,0.1172,1.093
তিব্বতী,1.4914,0.0425,1.0929
লাইফ,1.5315,0.0845,1.0929
কমবে,1.4771,0.1253,1.0929
হবেএ,1.3222,0.0856,1.0929
অ্যাকসিডেন্ট,1.5441,0.1017,1.0929
পেটের,2.6385,0.2375,1.0929
পরিবেশন,2.0043,0.2063,1.0928
কীসে,1.9912,0.1416,1.0928
লৌকিক,1.9243,0.0742,1.0928
লাফা,2.0531,0.1786,1.0928
কারো,2.98,0.2291,1.0928
আনাড়ি,1.5315,0.0597,1.0928
দেখেছেন,2.5966,0.2686,1.0928
অসমাপ্ত,1.7634,0.1379,1.0928
চাইছ,1.9494,0.1487,1.0928
কাত,2.3222,0.1595,1.0927
বস্তুর,1.9243,0.0673,1.0927
গুণী,2.0531,0.1524,1.0927
আরোগ্য,1.7853,0.1227,1.0927
বলেছিল,3.1593,0.1927,1.0927
অযৌক্তিক,1.3424,0.0491,1.0927
বিচক্ষণ,1.8195,0.1438,1.0927
সংকুচিত,1.6812,0.0988,1.0926
হাঁড়ি,2.4983,0.1594,1.0926
দুর্লভ,2.1761,0.1017,1.0926
উন্মাদনা,1.5185,0.0964,1.0926
প্রলাপ,1.7482,0.1485,1.0926
ভাগ্যে,2.2405,0.1349,1.0926
মীমাংসা,2.1732,0.159,1.0926
অন্যরকম,2.2122,0.1846,1.0926
ধাওয়া,2.0212,0.1663,1.0926
যেমানুষ,1.6721,0.0814,1.0925
দ্বিধায়,1.6335,0.0856,1.0925
অপ্রত্যাশিত,2.1461,0.1799,1.0924
চাখ,1.7076,0.1394,1.0924
বেরোল,1.7559,0.1553,1.0924
সযত্নে,2.1492,0.191,1.0924
কোনওরকম,1.7076,0.1312,1.0924
ক্ষতবিক্ষত,1.8129,0.1544,1.0924
আসেননি,2.0374,0.1369,1.0923
চিকিৎসা,2.3464,0.2513,1.0923
অপরিসীম,1.8751,0.1243,1.0923
ডাকনাম,1.5563,0.1204,1.0923
সুসংবাদ,1.4314,0.0719,1.0923
দেখাত,1.8129,0.1758,1.0922
শৈশবে,1.4771,0.0542,1.0922
হৈহৈ,1.301,0.0769,1.0922
কাঁচকলা,1.4472,0.0685,1.0922
অনিমেষের,1.5563,0.1065,1.0922
এসেছিলে,1.6812,0.1192,1.0922
গতিবিধি,1.9138,0.1451,1.0922
সন্ধানে,2.4955,0.253,1.0922
ঘোম,2.5105,0.2047,1.0922
খুঁটিয়ে,2.3345,0.2067,1.0922
ব্যথিত,1.9777,0.1553,1.0922
আড্ডায়,2.0792,0.2184,1.0921
পাটা,2.2553,0.1655,1.0921
ফরেস্ট,1.4472,0.1032,1.0921
আশঙ্কায়,1.9777,0.178,1.0921
করালে,1.301,0.0622,1.0921
বসিয়,1.6128,0.0916,1.0921
খুলব,1.5682,0.1302,1.0921
পদবি,1.5682,0.1156,1.092
ডাক্ত,3.3666,0.3045,1.092
শাখ,1.9638,0.157,1.092
ছদ্মনাম,1.4472,0.0811,1.092
সেনাপতি,2.179,0.1208,1.092
ধুলোর,1.9685,0.1371,1.0919
স্বাধীনত,2.243,0.0852,1.0919
অন্বেষণ,1.699,0.1126,1.0919
কয়লা,2.1903,0.1861,1.0919
প্রতিনিয়ত,1.3617,0.0619,1.0918
দুজনকে,1.8865,0.1298,1.0918
যেদিক,1.5682,0.1217,1.0918
পরাজিত,2.1959,0.1506,1.0918
অবাঞ্ছিত,1.5185,0.0577,1.0918
কোমল,2.4014,0.167,1.0918
বেদম,1.6532,0.1545,1.0918
ভেস্,1.6902,0.1276,1.0918
জুতোর,2.3464,0.1935,1.0917
বিখ্যাত,2.5198,0.1841,1.0917
একদিন,3.5865,0.2076,1.0917
পুজোর,2.2695,0.1539,1.0917
বিদঘুটে,1.7482,0.1393,1.0917
আত্মা,2.4713,0.1582,1.0917
আফ্রিকায়,1.5563,0.0934,1.0917
প্রস্তাবে,1.9777,0.1787,1.0917
সান্নিধ্য,1.7559,0.1123,1.0917
ঘোট,1.7324,0.1498,1.0916
স্ট্যান্ড,1.3424,0.1054,1.0916
উঠুন,1.7634,0.1755,1.0916
ডাইরি,1.7993,0.2104,1.0916
আতঙ্কিত,1.6532,0.1251,1.0916
তুলছিল,1.3424,0.0616,1.0916
নূরুল,1.8633,0.0715,1.0916
দেখাশোনা,2.1492,0.1631,1.0916
পরীক্ষায়,2.0645,0.1974,1.0916
অজ,1.6232,0.0771,1.0915
উঠিয়ে,2.1875,0.177,1.0915
হাতঘড়ির,1.415,0.1656,1.0915
ভারতবর্ষ,2.6542,0.1445,1.0915
সর্বাঙ্গ,2.3766,0.1908,1.0915
খবরাখবর,1.5441,0.1054,1.0914
অধিকারে,1.8751,0.1132,1.0914
প্রবলভাবে,1.3424,0.0898,1.0914
মিনিস্,1.4771,0.0993,1.0913
শ্রেষ্ঠ,2.4099,0.1005,1.0913
বুঝেছি,2.143,0.1447,1.0913
ভিক্ষে,2.017,0.1625,1.0912
লাগুক,1.5682,0.1303,1.0912
মিলিত,2.2355,0.1857,1.0912
নন্দনকানন,1.4624,0.1026,1.0912
মনোজ,1.4314,0.1183,1.0912
ফাটা,2.0531,0.1572,1.0912
পেড়ে,2.0453,0.1769,1.0911
সবখানে,1.415,0.0767,1.0911
সাধনে,1.6902,0.1471,1.0911
আধম,1.4771,0.1079,1.0911
লাফালাফি,1.5051,0.0942,1.0911
জিনিস,2.8802,0.241,1.0911
চাক্ষুষ,1.716,0.1207,1.091
ধরাশায়ী,1.6721,0.1272,1.091
বিচরণ,1.8808,0.1426,1.091
জানি,3.6884,0.1921,1.0909
বিরোধিতা,1.4771,0.0748,1.0909
চাও,2.8785,0.2038,1.0909
ধারণার,1.8692,0.0762,1.0909
সার্থকতা,2.0128,0.0895,1.0909
রক্তপাত,1.7709,0.1412,1.0909
লাগা,2.6493,0.2704,1.0908
তাগিদে,1.7559,0.0965,1.0908
যৌতুক,1.4314,0.1195,1.0908
সমাহিত,1.4314,0.1031,1.0908
কানায়,1.8513,0.2114,1.0908
চাইবে,2.2529,0.1824,1.0907
পার্ক,2.3365,0.1451,1.0907
অবস্থায়,3.0249,0.2333,1.0907
জানাজানি,1.959,0.1596,1.0907
নিয়মকানুন,1.6532,0.0968,1.0907
অগ্রগতির,1.5911,0.056,1.0907
মানিয়ে,1.7634,0.1357,1.0907
সাম্রাজ্য,2.1173,0.1131,1.0906
নস্যি,1.6812,0.119,1.0906
সবাইকেই,1.4472,0.0624,1.0906
বিশিষ্ট,2.1206,0.1037,1.0906
আকাশপাতাল,1.3979,0.0957,1.0905
পাও,2.3541,0.1914,1.0905
সম্ভাবন,1.8062,0.1099,1.0905
দেড়েক,1.9956,0.1904,1.0905
ইন্টারেস্ট,1.5185,0.0838,1.0905
খানিক,3.3334,0.2402,1.0905
নাদুসনুদুস,1.3802,0.1147,1.0905
দিঘি,1.6435,0.1317,1.0905
বীর্য,1.4314,0.0565,1.0905
ফেলি,2.4082,0.2624,1.0905
জীবাণু,1.6628,0.1978,1.0905
যুধিষ্ঠির,2.0414,0.1046,1.0905
এদিক,2.6964,0.2229,1.0904
গোঁ,2.1367,0.1967,1.0904
দোষে,1.9685,0.1354,1.0904
স্বনামধন্য,1.301,0.0554,1.0904
রূপকথ,1.8808,0.1232,1.0904
আপ্রাণ,1.6128,0.1154,1.0904
মেহমান,1.5441,0.0697,1.0904
ইনজেকশন,1.9345,0.2042,1.0904
শুনুন,2.4265,0.1654,1.0904
মোক্ষম,2.0086,0.1534,1.0904
উদ্যোগী,1.5911,0.0571,1.0903
গোবর,2.143,0.1799,1.0903
ছাড়ে,2.2553,0.2335,1.0903
মানায়,2.0334,0.1973,1.0903
ডের,1.6721,0.1082,1.0902
শাশুড়ির,1.5911,0.0893,1.0902
খিস্তি,1.6628,0.1651,1.0902
বিষে,1.6902,0.1504,1.0902
কেরানি,1.6021,0.1121,1.0902
ক্রুদ্ধ,2.4014,0.1887,1.0901
ভাবব,2.3598,0.1735,1.0901
উঠছ,1.4314,0.1143,1.0901
মিটে,2.017,0.1523,1.0901
শান্তভাবে,1.7924,0.1412,1.0901
নাচে,1.8976,0.1963,1.0901
বইয়ে,2.0294,0.1645,1.0901
জন্মা,1.4472,0.1093,1.09
পরিধি,1.6128,0.0909,1.09
পোষণ,1.9956,0.1011,1.09
সেঁটে,1.6232,0.1211,1.09
অঞ্চলে,2.5065,0.188,1.09
জেটি,1.3617,0.0943,1.09
কিন্ত,1.301,0.0435,1.0899
গ্রিক,1.3222,0.0629,1.0899
অমিল,1.4624,0.0635,1.0899
শ্বশুরবাড়ির,1.4624,0.0953,1.0899
সহজে,2.9841,0.1792,1.0899
সতেরো,2.0492,0.1674,1.0898
মৌমা,1.3979,0.0934,1.0898
বুনো,2.4757,0.2386,1.0898
ঘাঁটাঘাঁ,1.5682,0.0941,1.0898
মহামারী,1.3802,0.1271,1.0898
অশ্লীল,1.8451,0.168,1.0898
ব্যাপারটি,1.5051,0.0953,1.0898
ওপরেও,1.6628,0.0854,1.0898
ছাপ,2.6684,0.3013,1.0898
খিদের,1.699,0.1826,1.0898
ক্রিয়া,1.7924,0.1205,1.0897
উলঙ্গ,1.8921,0.1613,1.0897
উন্মা,1.5563,0.093,1.0897
ঘুমন্ত,2.3892,0.1919,1.0897
পর্তুগীজ,1.8751,0.0993,1.0897
কাঙাল,1.7243,0.0807,1.0897
একাধারে,1.8261,0.0787,1.0896
বলেছি,3.0652,0.2115,1.0896
সম্পূর্ণভাবে,1.7709,0.1019,1.0896
দরখাস্ত,2.1106,0.1671,1.0896
খাড়া,2.6946,0.1756,1.0896
যাচ,1.7324,0.1384,1.0896
পারস্য,1.5315,0.1076,1.0895
এমনিতে,2.3263,0.1954,1.0895
বিত্ত,1.3979,0.0679,1.0895
মিথ্য,1.9345,0.1085,1.0895
মিথ্যে,2.9479,0.2076,1.0895
কথাবার্তা,2.7551,0.2746,1.0895
গ্যারান্টি,1.3802,0.0814,1.0895
রাখেননি,1.415,0.0669,1.0895
লেবুর,1.5682,0.1337,1.0894
টুং,1.5911,0.1733,1.0894
অঢেল,1.5911,0.1106,1.0894
গঠনে,1.301,0.0393,1.0894
নাগাল,2.1239,0.195,1.0894
ঝোপে,1.7634,0.1217,1.0894
পুজো,2.3892,0.2435,1.0894
গোপন,2.9149,0.2387,1.0893
জন্তুজানোয়,1.6902,0.1728,1.0893
জনসাধারণের,1.9542,0.0677,1.0893
সাংসারিক,1.9031,0.0928,1.0892
ঢাকায়,2.4031,0.1629,1.0892
মদের,2.3997,0.1742,1.0892
পেলুম,2.4757,0.2773,1.0892
বসেবসে,1.5441,0.1294,1.0892
মুখোশ,2.0645,0.16,1.0891
মনোরম,1.9294,0.1705,1.0891
হীন,1.6902,0.0905,1.0891
যোগাড়,2.3962,0.1595,1.0891
ঘুরেফিরে,1.4771,0.0865,1.0891
ছেলেবেলার,1.9395,0.1582,1.0891
কাণ্ড,2.8915,0.2574,1.089
মনখারাপ,1.6812,0.1718,1.089
ঘুমায়,1.4914,0.1084,1.089
আম্বিয়া,1.6812,0.1492,1.089
নাহয়,2.0414,0.137,1.089
অসৎ,1.6902,0.0686,1.089
মেরু,1.6021,0.1495,1.089
চক্রাকারে,1.4771,0.116,1.089
মাইয়া,1.6335,0.1574,1.089
দুপুরে,2.7168,0.212,1.089
একদা,2.1875,0.1087,1.0889
সারাদিনে,1.6128,0.1417,1.0889
কামান,2.2279,0.1829,1.0889
ভাবলো,1.7924,0.0966,1.0889
বাসস্থান,1.7993,0.1447,1.0889
উপক,2.4533,0.1563,1.0889
ছিটিয়ে,2.0607,0.1957,1.0889
খেলিয়ে,1.3802,0.104,1.0889
বহিরাগত,1.301,0.0481,1.0889
অপেক্ষায়,2.1903,0.2422,1.0888
দানব,2.0334,0.1985,1.0888
হানা,2.179,0.1645,1.0888
আমন্ত্রিত,1.4624,0.0776,1.0888
প্রয়োগ,2.29,0.1145,1.0888
সরা,1.9777,0.1697,1.0887
পৌঁছা,2.179,0.1475,1.0887
সেটুকু,2.1673,0.2041,1.0887
দুরে,2.0128,0.1538,1.0887
ঘোড়া,2.9694,0.2919,1.0887
মুঠোয়,2.0934,0.1589,1.0887
পায়খানা,1.4624,0.0827,1.0886
বিগলিত,1.9243,0.1542,1.0886
বুধব,1.6628,0.1517,1.0886
ছোটছোট,1.3979,0.0909,1.0886
তীক্ষ্ণ,2.9186,0.1903,1.0886
সহযোগিতা,1.9138,0.0879,1.0886
সামন,3.0481,0.1562,1.0886
মেলামেশা,2.0086,0.2012,1.0885
কইর‍্যা,1.5315,0.0774,1.0885
ডাকলো,1.3424,0.0629,1.0885
ঝুলিয়ে,2.238,0.147,1.0885
কুটে,1.8195,0.2028,1.0885
আসতে,2.49,0.1604,1.0885
পাঁচদিন,1.5051,0.1015,1.0884
মনোযোগী,1.301,0.0444,1.0884
বেচারি,1.8808,0.1238,1.0884
ভীষ্ম,1.3979,0.056,1.0884
চকি,2.5977,0.179,1.0883
চটপটে,1.5315,0.141,1.0883
ঝিনুক,1.8062,0.1424,1.0883
কন্ঠে,1.3979,0.0984,1.0883
স্বামীস্ত্রী,1.9638,0.1863,1.0883
পিপ,1.699,0.1308,1.0882
কীরকম,2.3424,0.2257,1.0882
অপ্রাসঙ্গিক,1.3617,0.0687,1.0882
অচেনা,2.4814,0.2223,1.0882
হ্যালো,1.9445,0.1807,1.0882
যায়নি,2.94,0.2899,1.0882
দুর্বলত,1.6128,0.084,1.0882
বিজ্ঞ,1.7853,0.1624,1.0882
বুঝব,2.1987,0.1758,1.0882
বান্দ,1.5315,0.1252,1.0881
ফুটো,2.3201,0.1777,1.0881
রমণীর,1.8976,0.1191,1.0881
ইংরাজি,1.3617,0.1195,1.0881
রুচির,1.7924,0.1002,1.0881
তোমারে,1.9685,0.2299,1.088
বুড়ি,2.673,0.2115,1.088
সাল,2.7716,0.1808,1.088
ভালোবেস,1.5315,0.0842,1.088
সাড়া,2.8513,0.2308,1.088
ফাটল,2.1703,0.1538,1.088
হোন,1.7404,0.1229,1.088
তারুণ্য,1.5911,0.1149,1.088
পোড়ো,1.7634,0.1224,1.088
ঘাঁট,1.6812,0.1437,1.0879
নিষ্পাপ,1.716,0.1139,1.0879
কাটছিল,1.5682,0.0835,1.0879
কোনোএক,1.3979,0.0551,1.0879
বু,1.3979,0.0666,1.0878
হদিশ,1.4472,0.0642,1.0878
ভাবিয়ে,1.5911,0.1115,1.0878
লোকসান,1.9085,0.1742,1.0878
স্যালুট,1.4914,0.1272,1.0878
পাটাতন,1.5911,0.1081,1.0877
তথাকথিত,1.7634,0.0739,1.0877
দাদু,2.4997,0.1995,1.0877
ওকেও,1.3424,0.0756,1.0877
জানিয়েছি,1.6902,0.1416,1.0877
বাক্যে,1.5798,0.0595,1.0877
কাব্য,2.7782,0.1396,1.0876
খাবলা,1.5798,0.148,1.0876
লাঞ্ছিত,1.7482,0.1028,1.0876
খাঁটিয়ে,1.5798,0.1234,1.0875
রিপোর্ট,2.5647,0.2282,1.0875
আশ্রয়,2.8871,0.2297,1.0875
দিশি,1.5441,0.0903,1.0875
ছুড়,1.5441,0.133,1.0875
শাশ্বত,1.4624,0.0671,1.0875
বৈষ্ণব,2.3075,0.1084,1.0875
পরিবেশ,2.5328,0.1779,1.0875
ব্রেক,1.6628,0.1581,1.0874
মোর,2.4409,0.2257,1.0874
কোটর,1.6335,0.12,1.0874
অন্তিম,1.7853,0.1129,1.0874
রাত্র,2.4997,0.238,1.0874
ওড়না,1.5798,0.1046,1.0874
কৌতূহলে,1.7324,0.1333,1.0874
